"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"9"	13	900.45991091314	0.311878583062713	0.0497721563368316	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"10"	14.5	935.049382716049	0.314328612692496	0.0874658550421172	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"11"	16	989.122967479675	0.324733806767939	0.143685170469284	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"12"	17.5	988.132689374682	0.344072392478607	0.14268350112586	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"13"	19	1025.09724950884	0.334229619609773	0.179409276050559	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"14"	20.5	1054.40380952381	0.31740949721958	0.207597288128574	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"15"	22	1066.44392082941	0.312545256203684	0.218951465499505	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"16"	23.5	1091.72199170124	0.287074543104495	0.242378048947114	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"17"	25	1122.38282647585	0.298464366169059	0.27007573936378	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"18"	26.5	1111.23438914027	0.304176934870518	0.260093250120728	4
"AMI "	16.15	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"19"	28	1126.87889581478	0.312824540209297	0.274073562545146	4
